Full Address,LAT_LONG
"156 2 AVENUE                              New York, NY 10003",0
"50 WEST 90 STREET                         New York, NY 10024",0
"117 WEST 82ND STREET                      New York, NY 10024",0
"128 WEST 26TH STREET New York, NY 10001",0
"136 WEST 130TH STREET                     New York, NY 10027",0
"106 SPRING ST New York, NY 10012",0
"7 EAST 20TH   STREET                      New York, NY 10003",0
"N/A 9 AVENUE                              New York, NY 10001",0
"119 EAST 10TH STREET New York, NY 10003",0
"151 EAST 20 STREET                        New York, NY 10003",0
"181 EAST 93RD New York, NY 10128",0
"159 MERCER STREET                         New York, NY 10012",0
"88 UNIVERSITY PLACE                       New York, NY 10003",0
"529 EAST 12TH STREET New York, NY 10009",0
"108 WEST 120TH STREET New York, NY 10027",0
"110 WEST 86TH STREET New York, NY 10024",0
"119 WEST 130 STREET                       New York, NY 10027",0
"110 FORSYTH STREET New York, NY 10002",0
"5 EAST 17TH   STREET                      New York, NY 10003",0
"530-540 EAST 73RD STREET                  New York, NY 10021",0
"169 EAST 69TH STREET New York, NY 10021",0
"123 NASSAU STREET New York, NY 10038",0
"175 WEST 92ND STREET New York, NY 10025",0
"121 EAST 88TH   STREET New York, NY 10128",0
"166 SUFFOLK STREET                        New York, NY 10002",0
"149 EAST 73RD STREET New York, NY 10021",0
"505 EAST 79 ST New York, NY 10075",0
"54 EAST 64TH STREET                       New York, NY 10065",0
"105 EAST 16TH   STREET                    New York, NY 10003",0
"16 EAST 94TH STREET                       New York, NY 10128",0
"12 EAST 77TH STREET                       New York, NY 10075",0
"13 EAST 75TH   STREET                     New York, NY 10021",0
"150 EAST 74TH STREET                      New York, NY 10021",0
"51 ST MARKS PLACE New York, NY 10003",0
"75 EAST END AVENUE New York, NY 10028",0
"506 MANHATTAN AVENUE                      New York, NY 10027",0
"123 PRINCE STREET New York, NY 10012",0
"144 E 84TH STREET New York, NY 10028",0
"180 EAST 79TH   STREET New York, NY 10075",0
"55 EAST 93 STREET                         New York, NY 10128",0
"170 DELANCEY STREET                       New York, NY 10002",0
"165 EAST 80TH STREET                      New York, NY 10075",0
"501 WEST 123 ST New York, NY 10027",0
"59 4 AVENUE New York, NY 10003",0
"55 WEST 84TH STREET New York, NY 10024",0
"158-164 WEST 27TH   STREET                New York, NY 10001",0
"640 PARK AVENUE New York, NY 10065",0
"817 BROADWAY                              New York, NY 10003",0
"539 EAST 87 ST                            New York, NY 10128",0
"125 EAST 88TH   STREET                    New York, NY 10128",0
"160 WEST 85 STREET New York, NY 10024",0
"8 CONVENT AVENUE                          New York, NY 10027",0
"64 WEST 85TH STREET                       New York, NY 10024",0
"107 WEST 89TH   STREET                    New York, NY 10024",0
"146 EAST 89TH STREET                      New York, NY 10128",0
"130 WEST 30TH ST                          New York, NY 10001",0
"993 SIXTH AVENUE                          New York, NY 10018",0
"60 EAST 9TH New York, NY 10003",0
"N/A CATHEDRAL PARKWAY New York, NY 10025",0
"47 WEST 95TH STREET                       New York, NY 10025",0
"154 WEST 120 STREET                       New York, NY 10027",0
"64 WEST 89TH STREET New York, NY 10024",0
"48 BOND STREET New York, NY 10012",0
"13-15 WEST 27TH   STREET                  New York, NY 10001",0
"56 WEST 125 STREET New York, NY 10027",0
"65 EAST 76TH STREET                       New York, NY 10021",0
"93 GREENE STREET New York, NY 10012",0
"146 WOOSTER STREET                        New York, NY 10012",0
"70 HESTER STREET                          New York, NY 10002",0
"542 BROADWAY                              New York, NY 10012",0
"525 EAST 82 STREET New York, NY 10028",0
"90 EAST END AVENUE                        New York, NY 10028",0
"100 WEST 93                               New York, NY 10025",0
"636 EAST 14TH STREET New York, NY 10009",0
"125 EAST 72ND STREET New York, NY 10021",0
"634 EAST 14TH STREET New York, NY 10009",0
"118 WOOSTER STREET                        New York, NY 10012",0
"134 W. 78TH STREET New York, NY 10024",0
"178 EAST 80TH STREET New York, NY 10075",0
"93 CROSBY STREET                          New York, NY 10012",0
"510 EAST 84TH STREET New York, NY 10028",0
"15 EAST 69TH   STREET                     New York, NY 10021",0
"14 EAST 63RD   STREET                     New York, NY 10065",0
"133 SECOND AVENUE New York, NY 10003",0
"880 BROADWAY New York, NY 10003",0
"92 EAST BROADWAY                          New York, NY 10002",0
"529 EAST 87TH STREET                      New York, NY 10128",0
"1120 FIFTH AVENUE New York, NY 10128",0
"50 WEST 91ST   STREET                     New York, NY 10024",0
"141 EAST THIRD STREET New York, NY 10009",0
"47 EAST 91ST   STREET                     New York, NY 10128",0
"825 BROADWAY New York, NY 10003",0
"102 CONVENT AVENUE                        New York, NY 10027",0
"153 WEST 106TH STREET New York, NY 10025",0
"6 CONVENT AVENUE                          New York, NY 10027",0
"12 EAST 13TH   STREET New York, NY 10003",0
"952 COLUMBUS AVENUE New York, NY 10025",0
"1177 BROADWAY New York, NY 10001",0
"167 WEST 107 STREET New York, NY 10025",0
"61 TIEMANN PLACE New York, NY 10027",0
"61 EAST 7TH   STREET New York, NY 10003",0
"154 EAST 66TH STREET                      New York, NY 10065",0
"51 WEST 106TH STREET New York, NY 10025",0
"129 WEST 80TH STREET New York, NY 10024",0
"112 EAST 11TH   STREET                    New York, NY 10003",0
"102 WEST 85TH New York, NY 10024",0
"125 EAST 84TH STREET New York, NY 10028",0
"162 EAST 80TH STREET New York, NY 10075",0
"524 EAST 79TH   STREET New York, NY 10075",0
"130 EAST 75TH STREET New York, NY 10021",0
"172 WEST 79TH   STREET New York, NY 10024",0
"127 WEST 82ND   STREET New York, NY 10024",0
"733 PARK AVENUE New York, NY 10021",0
"630 WEST END AVENUE New York, NY 10024",0
"130 EAST 64TH STREET                      New York, NY 10065",0
"165 EAST 61ST   STREET                    New York, NY 10065",0
"118 WEST 80 New York, NY 10024",0
"1481 YORK AVENUE                          New York, NY 10075",0
"1206 1 AVENUE New York, NY 10065",0
"993 PARK AVE New York, NY 10028",0
"609 COLUMBUS AVENUE New York, NY 10024",0
"69 WEST 106 ST New York, NY 10025",0
"146 WEST 120TH STREET                     New York, NY 10027",0
"500 WEST END AVE                          New York, NY 10024",0
"535 CATHEDRAL PARKWAY                     New York, NY 10025",0
"140 WEST 130TH STREET                     New York, NY 10027",0
"516 EAST 78TH STREET New York, NY 10075",0
"79 EAST 2ND STREET                        New York, NY 10003",0
"64 MACDOUGAL ST. New York, NY 10012",0
"149 AVENUE C New York, NY 10009",0
"141 EAST 63RD   STREET New York, NY 10065",0
"71 EAST 77TH STREET New York, NY 10075",0
"54-62 FULTON STREET                       New York, NY 10038",0
"500 E 83RD STREET New York, NY 10028",0
"541 WEST 133RD STREET New York, NY 10027",0
"534 EAST 11TH STREET New York, NY 10009",0
"185 MOTT STREET                           New York, NY 10012",0
"169 WEST 126TH STREET                     New York, NY 10027",0
"70 WEST 36TH STREET                       New York, NY 10018",0
"129 EAST 69 STREET New York, NY 10021",0
"115-123 W 29TH                            New York, NY 10001",0
"87 ST MARKS PLACE New York, NY 10009",0
"63 UNIVERSITY PLACE New York, NY 10003",0
"150 WEST 79TH STREET New York, NY 10024",0
"555 EAST 78TH   STREET New York, NY 10075",0
"94 ST MARKS PLACE                         New York, NY 10009",0
"500 EAST 81ST STREET New York, NY 10028",0
"89 AVENUE A                               New York, NY 10009",0
"1050 FIFTH AVENUE                         New York, NY 10028",0
"772 BROADWAY New York, NY 10003",0
"129 WEST 89TH STREET New York, NY 10024",0
"138 WEST 87TH STREET New York, NY 10024",0
"78 RIDGE STREET New York, NY 10002",0
"155 EAST 93RD ST New York, NY 10128",0
"111 FULTON STREET New York, NY 10038",0
"1039 MADISON AVE New York, NY 10075",0
"111/2 EAST 76TH   STREET                  New York, NY 10021",0
"75 FIRST AVENUE                           New York, NY 10003",0
"155 WEST 93RD STREET                      New York, NY 10025",0
"782 WEST END AVENUE New York, NY 10025",0
"502 NINTH AVENUE                          New York, NY 10018",0
"491 BROADWAY New York, NY 10012",0
"125 EAST 4TH STREET New York, NY 10003",0
"154 EAST 7TH STREET                       New York, NY 10009",0
"507 EAST 80TH   STREET                    New York, NY 10075",0
"176 WEST 86                               New York, NY 10024",0
"55 EAST END AVENUE New York, NY 10028",0
"526 EAST 5TH STREET                       New York, NY 10009",0
"176 EAST 77TH STREET New York, NY 10075",0
"182 WEST 82ND STREET New York, NY 10024",0
"79 AVENUE D                               New York, NY 10009",0
"110 WEST 86TH   STREET                    New York, NY 10024",0
"165 WEST 95TH   STREET                    New York, NY 10025",0
"102 THIRD AVENUE                          New York, NY 10003",0
"928 COLUMBUS AVENUE                       New York, NY 10025",0
"51 EAST 90TH STREET New York, NY 10128",0
"140 SULLIVAN New York, NY 10012",0
"128 FIRST AVENUE New York, NY 10009",0
"5 EAST 3RD   STREET                       New York, NY 10003",0
"17 OLIVER STREET                          New York, NY 10038",0
"131 WEST 87TH   STREET                    New York, NY 10024",0
"520 EAST 81ST   STREET                    New York, NY 10028",0
"507 WEST 111 New York, NY 10025",0
"698-700 MADISON AVENUE New York, NY 10065",0
"144 WEST 37TH STREET                      New York, NY 10018",0
"153 LUDLOW STREET New York, NY 10002",0
"185 PARK ROW New York, NY 10038",0
"118 RIDGE STREET                          New York, NY 10002",0
"58 WEST 105TH STREET New York, NY 10025",0
"60 WEST 83RD STREET                       New York, NY 10024",0
"17 EAST 9TH   STREET New York, NY 10003",0
"504 W. 110TH STREET New York, NY 10025",0
"1285 1 AVENUE New York, NY 10021",0
"18 EAST 81ST STREET New York, NY 10028",0
"111 THIRD AVENUE New York, NY 10003",0
"90 FULTON STREET                          New York, NY 10038",0
"1538 SECOND AVENUE                        New York, NY 10028",0
"845 WEST END AVENUE New York, NY 10025",0
"88 MORNINGSIDE AVENUE New York, NY 10027",0
"139 SPRING STREET                         New York, NY 10012",0
"955 FIFTH AVENUE New York, NY 10075",0
"140 WEST 121 STREET                       New York, NY 10027",0
"111 3 AVENUE New York, NY 10003",0
"900 FIFTH AVENUE New York, NY 10021",0
"152 EAST 63RD STREET                      New York, NY 10065",0
"973 COLUMBUS AVENUE                       New York, NY 10025",0
"119 FULTON STREET                         New York, NY 10038",0
"11 MONROE STREET                          New York, NY 10002",0
"103 W 131 ST                              New York, NY 10027",0
"13 EAST 16TH STREET New York, NY 10003",0
"69 ST MARKS PLACE                         New York, NY 10003",0
"139 ESSEX STREET                          New York, NY 10002",0
"510 EAST 80TH STREET                      New York, NY 10075",0
"61 PITT STREET                            New York, NY 10002",0
"145 WEST 126 STREET                       New York, NY 10027",0
"629 EAST 5TH STREET                       New York, NY 10009",0
"125 GREENE STREET                         New York, NY 10012",0
"504 GRAND ST New York, NY 10002",0
"160 WEST 121 STREET                       New York, NY 10027",0
"599 WEST END AVENUE New York, NY 10024",0
"5 EAST 75TH STREET New York, NY 10021",0
"18 EAST 78TH STREET New York, NY 10075",0
"57 THOMPSON STREET New York, NY 10012",0
"184 EAST 75TH STREET                      New York, NY 10021",0
"50 WEST 127 STREET                        New York, NY 10027",0
"77 BLEECKER STREET                        New York, NY 10012",0
"12 EAST 87TH STREET New York, NY 10128",0
"167 EAST 82ND STREET                      New York, NY 10028",0
"165 WEST 126TH STREET                     New York, NY 10027",0
"14 MINETTA STREET                         New York, NY 10012",0
"64 WEST 107 STREET New York, NY 10025",0
"531 E 83RD STREET New York, NY 10028",0
"1733 2 AVENUE New York, NY 10128",0
"102 WEST 85TH   STREET New York, NY 10024",0
"510 EAST 84 STREET New York, NY 10028",0
"889 BROADWAY New York, NY 10003",0
"550H GRAND STREET New York, NY 10002",0
"508 BROADWAY                              New York, NY 10012",0
"511 EAST 11TH   STREET                    New York, NY 10009",0
"142 HENRY STREET                          New York, NY 10002",0
"127 W. 82 ST.                             New York, NY 10024",0
"18 WEST 33RD STREET New York, NY 10001",0
"150 HENRY STREET                          New York, NY 10002",0
"114 WEST 127 STREET                       New York, NY 10027",0
"553-559 WEST END AVENUE                   New York, NY 10024",0
"131 WEST 85TH   STREET New York, NY 10024",0
"509 WEST 28TH   STREET New York, NY 10001",0
"930 FIFTH AVENUE New York, NY 10021",0
"123 THIRD AVENUE                          New York, NY 10003",0
"58 WEST 125 STREET New York, NY 10027",0
"14 EAST 95TH   STREET                     New York, NY 10128",0
"12 EAST 88TH   STREET New York, NY 10128",0
"99 BATTERY PLACE                          New York, NY 10280",0
"99 EAST 3RD   STREET                      New York, NY 10003",0
"80 JOHN ST                                New York, NY 10038",0
"11 EAST 73RD STREET New York, NY 10021",0
"154 WEST 132 STREET                       New York, NY 10027",0
"128 RIVINGTON STREET New York, NY 10002",0
"513 WEST 36TH   STREET                    New York, NY 10018",0
"540 WEST 28TH   STREET                    New York, NY 10001",0
"170-172 BLEECKER STREET New York, NY 10012",0
"626 EAST 9TH ST New York, NY 10009",0
"121 EAST 10 STREET New York, NY 10003",0
"830 BROADWAY New York, NY 10003",0
"753 EAST 5TH   STREET                     New York, NY 10009",0
"151 EAST 78TH STREET New York, NY 10075",0
"520 EAST 90TH STREET New York, NY 10128",0
"151 WEST 28TH STREET New York, NY 10001",0
"14 MAIDEN LANE New York, NY 10038",0
"110 EAST 64TH   STREET New York, NY 10065",0
"130 1 AVENUE                              New York, NY 10009",0
"82 2 AVENUE                               New York, NY 10003",0
"99 BATTERY PLACE New York, NY 10280",0
"60 EAST 9TH   STREET New York, NY 10003",0
"617 WEST END AVENUE New York, NY 10024",0
"186 WEST 80TH   STREET New York, NY 10024",0
"70 EAST 96 STREET New York, NY 10128",0
"123 WEST 131 STREET                       New York, NY 10027",0
"109 NORFOLK STREET New York, NY 10002",0
"570 GRAND ST New York, NY 10002",0
"108 EAST 82ND   STREET New York, NY 10028",0
"120 E 83RD ST New York, NY 10028",0
"531 EAST 84 STREET New York, NY 10028",0
"508 E. 78TH STREET New York, NY 10075",0
"151 BOWERY                                New York, NY 10002",0
"60 HENRY  STREET                          New York, NY 10002",0
"122 SECOND AVENUE                         New York, NY 10003",0
"134 EAST 16TH ST New York, NY 10003",0
"475 FDR DR New York, NY 10002",0
"53 WEST 36TH   STREET                     New York, NY 10018",0
"510 W 110 ST                              New York, NY 10025",0
"50 ORCHARD STREET                         New York, NY 10002",0
"113 STANTON STREET                        New York, NY 10002",0
"9 ELDRIDGE STREET                         New York, NY 10002",0
"535 EAST 78TH   STREET New York, NY 10075",0
"516 E. 78TH ST New York, NY 10075",0
"130 WEST 82ND   STREET                    New York, NY 10024",0
"115-123 WEST 29TH                         New York, NY 10001",0
"171 EAST 70TH STREET                      New York, NY 10021",0
"610 WEST 110TH ST New York, NY 10025",0
"521 EAST 81ST STREET New York, NY 10028",0
"1080 FIFTH AVENUE New York, NY 10128",0
"155 EAST 73RD STREET New York, NY 10021",0
"1205 1 AVENUE                             New York, NY 10065",0
"652 BROADWAY New York, NY 10012",0
"100 WEST 93RD STREET                      New York, NY 10025",0
"170 EAST 88TH STREET New York, NY 10128",0
"11 EAST 75TH   STREET New York, NY 10021",0
"518 WEST 29TH   STREET New York, NY 10001",0
"160 WEST 95TH New York, NY 10025",0
"780 WEST END AVENUE                       New York, NY 10025",0
"108 3 AVENUE                              New York, NY 10003",0
"156 BLEECKER STREET New York, NY 10012",0
"524 EAST 85 STREET                        New York, NY 10028",0
"133 JOHN STREET New York, NY 10038",0
"65 SPRING STREET                          New York, NY 10012",0
"520 LAGUARDIA PLACE New York, NY 10012",0
"130 EAST 18TH STREET New York, NY 10003",0
"506 EAST 87TH   STREET                    New York, NY 10128",0
"509 EAST 83RD STREET New York, NY 10028",0
"149 SULLIVAN New York, NY 10012",0
"16 EAST 8TH   STREET                      New York, NY 10003",0
"174-176 1 AVENUE                          New York, NY 10009",0
"1595 2 AVENUE                             New York, NY 10028",0
"55 3 AVENUE                               New York, NY 10003",0
"509 EAST 13TH   STREET                    New York, NY 10009",0
"493 MANHATTAN AVENUE                      New York, NY 10027",0
"1619 THIRD AVENUE New York, NY 10128",0
"100 WEST HOUSTON STREET New York, NY 10012",0
"499 BROADWAY                              New York, NY 10012",0
"490 WEST END AVENUE New York, NY 10024",0
"181 EAST 90TH ST                          New York, NY 10128",0
"54 THOMPSON STREET                        New York, NY 10012",0
"915 WEST END AVENUE                       New York, NY 10025",0
"521 PARK AVENUE New York, NY 10065",0
"99 EAST 4TH STREET New York, NY 10003",0
"528 WEST 111TH STREET New York, NY 10025",0
"112 AVENUE C                              New York, NY 10009",0
"111 EAST 75TH   STREET New York, NY 10021",0
"121 GREENE STREET                         New York, NY 10012",0
"57 SPRING STREET                          New York, NY 10012",0
"14 2 AVENUE                               New York, NY 10003",0
"130 GREENE STREET                         New York, NY 10012",0
"12 WEST 83RD STREET                       New York, NY 10024",0
"74 WEST 127TH STREET                      New York, NY 10027",0
"1041 MADISON AVENUE                       New York, NY 10075",0
"1435 LEXINGTON AVENUE New York, NY 10128",0
"129 EAST 90TH   STREET                    New York, NY 10128",0
"995 5TH AVENUE New York, NY 10028",0
"1804-1806 2 AVENUE                        New York, NY 10128",0
"609 WEST 114TH STREET New York, NY 10025",0
"50 WEST 29 STREET New York, NY 10001",0
"141 EAST 72ND STREET New York, NY 10021",0
"496 MANHATTAN AVENUE                      New York, NY 10027",0
"165 EAST 66TH STREET                      New York, NY 10065",0
"1036 LEXINGTON AVENUE                     New York, NY 10021",0
"110 WEST 25TH   STREET                    New York, NY 10001",0
"150 EAST 73RD STREET New York, NY 10021",0
"611 WEST 111 STREET New York, NY 10025",0
"153 EAST 87TH STREET                      New York, NY 10128",0
"175 LUDLOW STREET New York, NY 10002",0
"79 NASSAU STREET                          New York, NY 10038",0
"1131 LEXINGTON AVENUE New York, NY 10075",0
"129 WEST 79TH STREET New York, NY 10024",0
"110 WEST 25TH STREET                      New York, NY 10001",0
"11 WEST 104 STREET New York, NY 10025",0
"55 WEST 84TH STREET                       New York, NY 10024",0
"145-57 MORNINGSIDE AVENUE New York, NY 10027",0
"829 PARK AVENUE New York, NY 10021",0
"11 EAST 68TH   STREET New York, NY 10065",0
"156 WEST 77TH STREET                      New York, NY 10024",0
"147 WEST 127 STREET                       New York, NY 10027",0
"111 4TH AVENUE New York, NY 10003",0
"48 WEST 120TH STREET                      New York, NY 10027",0
"513 EAST 75TH   STREET                    New York, NY 10021",0
"541-43 WEST 133RD STREET New York, NY 10027",0
"718 BROADWAY New York, NY 10003",0
"1349 LEXINGTON AVENUE New York, NY 10128",0
"169 EAST 61ST STREET New York, NY 10065",0
"47--53 3 AVENUE                           New York, NY 10003",0
"145 BLEECKER STREET                       New York, NY 10012",0
"160 WEST 86TH STREET New York, NY 10024",0
"1304 MADISON AVENUE                       New York, NY 10128",0
"603 WEST 111TH STREET New York, NY 10025",0
"110 WEST 81ST   STREET New York, NY 10024",0
"105 NASSAU STREET                         New York, NY 10038",0
"103-105 WEST 128 STREET                   New York, NY 10027",0
"115 EAST 61ST STREET                      New York, NY 10065",0
"135 WEST 89TH STREET New York, NY 10024",0
"88 MACDOUGAL STREET                       New York, NY 10012",0
"175 EAST BROADWAY                         New York, NY 10002",0
"130 WEST 79TH STREET New York, NY 10024",0
"692-94 BROADWAY                           New York, NY 10012",0
"1192 PARK AVENUE New York, NY 10128",0
"176 WEST 82                               New York, NY 10024",0
"116 EAST 65TH   STREET                    New York, NY 10065",0
"155 HENRY STREET New York, NY 10002",0
"950 PARK AVENUE New York, NY 10028",0
"166 EAST 93RD   STREET                    New York, NY 10128",0
"16 EAST 80TH STREET New York, NY 10075",0
"110 RIVERSIDE DR New York, NY 10024",0
"8 EAST 2ND STREET New York, NY 10003",0
"135 WEST 89 STREET New York, NY 10024",0
"175 EAST 74TH ST New York, NY 10021",0
"834 5 AVENUE New York, NY 10065",0
"526 WEST 111 STREET                       New York, NY 10025",0
"55 EAST 9TH  STREET New York, NY 10003",0
"179 EAST 78TH STREET New York, NY 10075",0
"1665 FIRST AVENUE New York, NY 10028",0
"110-118 WEST 94TH STREET New York, NY 10025",0
"18 EAST 18TH   STREET New York, NY 10003",0
"170 EAST 87                               New York, NY 10128",0
"17 AVENUE D                               New York, NY 10002",0
"630 EAST 14TH   STREET New York, NY 10009",0
"184 EAST 64TH STREET                      New York, NY 10065",0
"505 EAST 12TH   STREET                    New York, NY 10009",0
"501-03 EAST 87TH STREET                   New York, NY 10128",0
"530 EAST 90TH   STREET New York, NY 10128",0
"1049 5 AVENUE                             New York, NY 10028",0
"544 EAST 11TH STREET New York, NY 10009",0
"133-135 WEST 104 STREET New York, NY 10025",0
"535 PARK AVENUE New York, NY 10065",0
"123 WEST 78TH STREET New York, NY 10024",0
"173 WEST 126 STREET New York, NY 10027",0
"141 WEST 132ND STREET                     New York, NY 10027",0
"129 W 89TH ST.                            New York, NY 10024",0
"1297 1 AVENUE                             New York, NY 10021",0
"1235 PARK AVENUE                          New York, NY 10128",0
"876 PARK AVENUE New York, NY 10075",0
"131 SPRING STREET                         New York, NY 10012",0
"1150 FIFTH AVE New York, NY 10128",0
"110 WEST 123RD STREET New York, NY 10027",0
"180 SECOND AVENUE                         New York, NY 10003",0
"1429 LEXINGTON AVENUE New York, NY 10128",0
"1120 PARK AVE New York, NY 10128",0
"113 ST MARKS PLACE                        New York, NY 10009",0
"530 EAST 86TH STREET New York, NY 10028",0
"50 SPRING STREET                          New York, NY 10012",0
"110 WILLIAM STREET                        New York, NY 10038",0
"1628 2 AVENUE                             New York, NY 10028",0
"55 SPRING STREET                          New York, NY 10012",0
"144-150 LUDLOW STREET                     New York, NY 10002",0
"63 SPRING STREET                          New York, NY 10012",0
"118 FORSYTH STREET New York, NY 10002",0
"899 LEXINGTON AVENUE New York, NY 10065",0
"60 EAST END AVENUE New York, NY 10028",0
"158 AVENUE C                              New York, NY 10009",0
"131 WEST  85TH STREET New York, NY 10024",0
"504 WEST 111TH STREET New York, NY 10025",0
"145 CLINTON STREET                        New York, NY 10002",0
"519 EAST 11TH STREET New York, NY 10009",0
"14-16 EAST 16TH   STREET New York, NY 10003",0
"67 RIVERSIDE DR New York, NY 10024",0
"115 EAST 9TH   STREET New York, NY 10003",0
"121 WEST 80TH STREET New York, NY 10024",0
"119 WEST 25TH   STREET                    New York, NY 10001",0
"170 JOHN STREET New York, NY 10038",0
"7 GRAMERCY PARK WEST                      New York, NY 10003",0
"11 E 87TH STREET New York, NY 10128",0
"143-145 FULTON STREET                     New York, NY 10038",0
"1355 AMSTERDAM AVENUE                     New York, NY 10027",0
"56 CROSBY STREET                          New York, NY 10012",0
"16 EAST 10TH STREET                       New York, NY 10003",0
"760 PARK AVENUE New York, NY 10021",0
"153 AVENUE B New York, NY 10009",0
"1080 MADISON AVENUE                       New York, NY 10028",0
"953 COLUMBUS AVENUE New York, NY 10025",0
"525 EAST 89TH New York, NY 10128",0
"128 WEST 82ND STREET                      New York, NY 10024",0
"914 GREENE AVE New York, NY 10027",0
"161 EAST 81ST   STREET                    New York, NY 10028",0
"1040 LEXINGTON AVENUE New York, NY 10021",0
"58 WEST 91ST   STREET New York, NY 10024",0
"817 WEST END AVE                          New York, NY 10025",0
"1623 3 AVENUE                             New York, NY 10128",0
"538 EAST 84TH STREET New York, NY 10028",0
"650 PARK AVENUE                           New York, NY 10065",0
"107 WEST 78TH STREET New York, NY 10024",0
"138 WEST 131ST STREET                     New York, NY 10027",0
"126 WEST 96TH STREET New York, NY 10025",0
"528 EAST 5TH STREET                       New York, NY 10009",0
"519 EAST 78TH   STREET                    New York, NY 10075",0
"508 EAST 6TH STREET New York, NY 10009",0
"7 EAST 14TH   STREET New York, NY 10003",0
"48 WEST 85TH   STREET New York, NY 10024",0
"500A EAST87TH STREET                      New York, NY 10128",0
"605 PARK AVENUE New York, NY 10065",0
"16 WEST 40TH STREET New York, NY 10018",0
"515 EAST 77TH STREET New York, NY 10075",0
"162 WEST 120TH STREET                     New York, NY 10027",0
"1731-1735 YORK AVENUE                     New York, NY 10128",0
"151 EAST 83RD ST New York, NY 10028",0
"18 WEST 125 STREET                        New York, NY 10027",0
"163 FRONT STREET                          New York, NY 10038",0
"83 1 PLACE                                New York, NY 10003",0
"150 WEST 94TH STREET New York, NY 10025",0
"55 EAST 9TH STREET New York, NY 10003",0
"115 NORFOLK STREET New York, NY 10002",0
"8 UNION SQUARE SOUTH New York, NY 10003",0
"155 EAST 93RD New York, NY 10128",0
"71 SULLIVAN STREET New York, NY 10012",0
"600 WEST 111TH STREET New York, NY 10025",0
"1685 3 AVENUE                             New York, NY 10128",0
"166 EAST 92ND New York, NY 10128",0
"186 WEST 80                               New York, NY 10024",0
"1291 3 AVENUE                             New York, NY 10021",0
"105 WEST 77TH   STREET New York, NY 10024",0
"181 SULLIVAN STREET New York, NY 10012",0
"160 EAST 93RD   STREET                    New York, NY 10128",0
"145 EAST 76TH   STREET New York, NY 10021",0
"1175 YORK AVE New York, NY 10065",0
"545 WEST 150 STREET New York, NY 10027",0
"101 WOOSTER STREET                        New York, NY 10012",0
"70 EAST 10 STREET New York, NY 10003",0
"1179 2 AVENUE                             New York, NY 10065",0
"78 WEST 127 STREET                        New York, NY 10027",0
"94 EAST 7TH STREET                        New York, NY 10009",0
"136 SULLIVAN STREET                       New York, NY 10012",0
"135 ORCHARD                               New York, NY 10002",0
"1041 MADISON AVENUE New York, NY 10075",0
"923 FIFTH AVENUE                          New York, NY 10021",0
"511 WEST 25TH   STREET                    New York, NY 10001",0
"8 WEST 83RD                               New York, NY 10024",0
"1040 LEX                                  New York, NY 10021",0
"133 WEST 3RD   STREET New York, NY 10012",0
"522 WEST 29TH   STREET New York, NY 10001",0
"123 E. 74TH STREET New York, NY 10021",0
"527 WEST 34TH   STREET                    New York, NY 10001",0
"1065 PARK AVENUE New York, NY 10128",0
"110 WEST 87TH   STREET                    New York, NY 10024",0
"178 SUFFOLK New York, NY 10002",0
"123 SECOND AVENUE                         New York, NY 10003",0
"136 EAST 64TH STREET New York, NY 10065",0
"52 EAST 4TH   STREET                      New York, NY 10003",0
"NA 9 STREET                               New York, NY 10001",0
"55 EAST 86TH   STREET                     New York, NY 10028",0
"130 EAST 75TH  STREET New York, NY 10021",0
"166 WEST 120 STREET                       New York, NY 10027",0
"993 PARK AVENUE New York, NY 10028",0
"501 WEST 123 STREET New York, NY 10027",0
"530 GRAND STREET New York, NY 10002",0
"8 EAST 96TH STREET New York, NY 10128",0
"825 WEST END AVENUE                       New York, NY 10025",0
"107 WEST 122 STREET                       New York, NY 10027",0
"930 5 AVENUE New York, NY 10021",0
"107 WEST 86TH New York, NY 10024",0
"160 WEST 86TH STREET                      New York, NY 10024",0
"123 E 75TH STREET New York, NY 10021",0
"75 EAST END AVE New York, NY 10028",0
"640 BROADWAY                              New York, NY 10012",0
"157 EAST 74TH   STREET New York, NY 10021",0
"1095 PARK AVENUE New York, NY 10128",0
"181 EAST 90 STREET                        New York, NY 10128",0
"159 BLEECKER STREET                       New York, NY 10012",0
"1250 3RD AVENUE New York, NY 10021",0
"150 WEST 87TH STREET New York, NY 10024",0
"525 EAST 12TH STREET                      New York, NY 10009",0
"120 EAST 75TH STREET New York, NY 10021",0
"155 E. 73RD STREET New York, NY 10021",0
"121 WEST 120 STREET                       New York, NY 10027",0
"1632 2ND AVENUE New York, NY 10028",0
"149 SPRING STREET New York, NY 10012",0
"1115 5TH AVENUE New York, NY 10128",0
"166 BOWERY New York, NY 10012",0
"120 EAST 71ST STREET                      New York, NY 10021",0
"1444 THIRD AVENUE New York, NY 10028",0
"130 EAST 75TH   STREET New York, NY 10021",0
"114 GREENE STREET New York, NY 10012",0
"80 JOHN STREET                            New York, NY 10038",0
"808 LEXINGTON AVENUE                      New York, NY 10065",0
"1071-1079 AVENUE OF THE AMERIC            New York, NY 10018",0
"93-99 GREENE STREET                       New York, NY 10012",0
"1558 2 AVENUE                             New York, NY 10028",0
"109 GREENE STREET                         New York, NY 10012",0
"172 EAST 80TH   STREET                    New York, NY 10075",0
"537 EAST 87TH STREET                      New York, NY 10128",0
