,Full Address,LatLong
531,"200 EAST 61 STREET New York, NY 10065",
532,"238 EAST 62ND   STREET                    New York, NY 10065",
533,"1031 3 AVENUE New York, NY 10065",
534,"228 EAST 62ND   STREET                    New York, NY 10065",
535,"435 E 65TH STREET New York, NY 10065",
536,"435 EAST 65 New York, NY 10065",
537,"435 E 65TH ST New York, NY 10065",
538,"340 EAST 64TH                             New York, NY 10065",
539,"340 EAST 64 STREET                        New York, NY 10065",
540,"340 EAST 64                               New York, NY 10065",
541,"340 EAST 64TH STREET New York, NY 10065",
542,"340 EAST 64 STREET New York, NY 10065",
543,"210 EAST 62ND   STREET                    New York, NY 10065",
544,"200 EAST 62ND STREET                      New York, NY 10065",
545,"200 EAST 62ND STREET New York, NY 10065",
546,"200 EAST 62ND New York, NY 10065",
547,"436 EAST 66TH STREET New York, NY 10065",
548,"301 E 63RD ST New York, NY 10065",
549,"163 EAST 61ST   STREET                    New York, NY 10065",
550,"150 EAST 61 STREET New York, NY 10065",
551,"230 EAST 63RD ST                          New York, NY 10065",
552,"230 EAST 63RD   STREET                    New York, NY 10065",
553,"201 EAST 62ND STREET New York, NY 10065",
554,"300 EAST 64TH   STREET                    New York, NY 10065",
555,"132 EAST 61ST   STREET                    New York, NY 10065",
556,"156 EAST 62ND STREET                      New York, NY 10065",
557,"154 EAST 62ND   STREET                    New York, NY 10065",
558,"521 PARK AVENUE                           New York, NY 10065",
559,"404 E 66TH STREET New York, NY 10065",
560,"210 EAST 63RD STREET New York, NY 10065",
561,"118 EAST 61ST   STREET                    New York, NY 10065",
562,"175 EAST 62ND STREET New York, NY 10065",
563,"175 E 62 ST New York, NY 10065",
564,"1222 2 AVENUE                             New York, NY 10065",
565,"301 EAST 64 ST. New York, NY 10065",
566,"301 EAST 64TH STREET New York, NY 10065",
567,"341 EAST 65TH   STREET                    New York, NY 10065",
568,"1225 2 AVENUE                             New York, NY 10065",
569,"794 LEXINGTON AVENUE                      New York, NY 10065",
570,"161 EAST 62ND   STREET                    New York, NY 10065",
571,"250 EAST 65TH STREET New York, NY 10065",
572,"250 EAST 65TH   STREET                    New York, NY 10065",
573,"205 EAST  63RD STREET New York, NY 10065",
574,"166 EAST 63 STREET New York, NY 10065",
575,"166 EAST 63RD STREET New York, NY 10065",
576,"166 EAST 63RD STREET                      New York, NY 10065",
577,"1071 3 AVENUE New York, NY 10065",
578,"304 EAST 65TH STREET New York, NY 10065",
579,"152 EAST 63RD   STREET                    New York, NY 10065",
580,"315 EAST 65 STREET New York, NY 10065",
581,"530 PARK AVENUE New York, NY 10065",
582,"400 EAST 67TH STREET                      New York, NY 10065",
583,"333 EAST 66TH ST New York, NY 10065",
584,"333 EAST 66TH STREET New York, NY 10065",
585,"140 EAST 63RD STREET New York, NY 10065",
586,"147 EAST 63RD STREET                      New York, NY 10065",
587,"220 EAST 65 ST                            New York, NY 10065",
588,"220 EAST 65TH   STREET New York, NY 10065",
589,"220 EAST 65TH                             New York, NY 10065",
590,"220 EAST 65 STREET                        New York, NY 10065",
591,"563 PARK AVENUE New York, NY 10065",
592,"139 EAST 63RD STREET New York, NY 10065",
593,"139 EAST 63RD ST. New York, NY 10065",
594,"130 EAST 63RD ST New York, NY 10065",
595,"124-126 EAST 63RD STREET                  New York, NY 10065",
596,"550 PARK AVENUE New York, NY 10065",
597,"116 EAST 63RD STREET New York, NY 10065",
598,"675 MADISON AVENUE                        New York, NY 10065",
599,"210 EAST 65TH   STREET                    New York, NY 10065",
600,"200 EAST 65TH STREET                      New York, NY 10065",
601,"200 EAST 65TH STREET New York, NY 10065",
602,"200 EAST 65TH   STREET New York, NY 10065",
603,"575 PARK AVE New York, NY 10065",
604,"575 PARK AVENUE New York, NY 10065",
605,"34 E 62 STREET                            New York, NY 10065",
606,"21 EAST 61ST STREET New York, NY 10065",
607,"177 EAST 64TH   STREET                    New York, NY 10065",
608,"30 EAST 62ND STREET New York, NY 10065",
609,"30 EAST 62ND New York, NY 10065",
610,"125 EAST 63RD   STREET New York, NY 10065",
611,"359 EAST 68TH   STREET New York, NY 10065",
612,"359 EAST 68TH   STREET                    New York, NY 10065",
613,"200 EAST 66TH   STREET New York, NY 10065",
614,"200 EAST 66TH  STREET New York, NY 10065",
615,"181 EAST 65 STREET New York, NY 10065",
616,"181 EAST 65TH STREET New York, NY 10065",
617,"133 EAST 64TH STREET New York, NY 10065",
618,"118 EAST 64TH STREET New York, NY 10065",
619,"593 PARK AVENUE                           New York, NY 10065",
620,"132A EAST 65TH STREET                     New York, NY 10065",
621,"530 EAST 72ND STREET New York, NY 10021",
622,"530 E 72 STREET New York, NY 10021",
623,"26 EAST 63RD   STREET New York, NY 10065",
624,"220 E 67TH STREET New York, NY 10065",
625,"220 EAST 67TH   STREET New York, NY 10065",
626,"162 EAST 66TH   STREET                    New York, NY 10065",
627,"360 EAST 69TH   STREET                    New York, NY 10021",
628,"201 EAST 66 New York, NY 10065",
629,"222-250 EAST 67TH STREET                  New York, NY 10065",
630,"227 EAST 67TH   STREET                    New York, NY 10065",
631,"105 EAST 64TH STREET New York, NY 10065",
632,"520 EAST 72ND   STREET New York, NY 10021",
633,"520 EAST 72ND ST New York, NY 10021",
634,"810 FIFTH AVENUE New York, NY 10065",
635,"400 EAST 70TH STREET New York, NY 10021",
636,"345 EAST 69TH STREET New York, NY 10021",
637,"345 E 69TH ST New York, NY 10021",
638,"535 EAST 72ND STREET New York, NY 10021",
639,"715 MADISON AVENUE New York, NY 10065",
640,"531 EAST 72ND STREET New York, NY 10021",
641,"315 E. 68TH STREET New York, NY 10065",
642,"710 MADISON AVENUE                        New York, NY 10065",
643,"219 EAST 67TH   STREET                    New York, NY 10065",
644,"812 FIFTH AVENUE New York, NY 10065",
645,"333 EAST 69TH New York, NY 10021",
646,"333 EAST 69TH ST New York, NY 10021",
647,"333 EAST 69 STREET New York, NY 10021",
648,"712 MADISON AVENUE                        New York, NY 10065",
649,"252 EAST 68TH   STREET New York, NY 10065",
650,"125 EAST 65TH   STREET                    New York, NY 10065",
651,"139 EAST 66TH   STREET New York, NY 10065",
652,"139 EAST 66TH STREET New York, NY 10065",
653,"57 EAST 64TH   STREET                     New York, NY 10065",
654,"316 EAST 69TH   STREET                    New York, NY 10021",
655,"201 EAST 67 ST New York, NY 10065",
656,"338 EAST 70TH   STREET                    New York, NY 10021",
657,"1306 SECOND AVENUE New York, NY 10065",
658,"521-523 EAST 72ND   STREET New York, NY 10021",
659,"523 EAST 72ND   STREET                    New York, NY 10021",
660,"515 E. 72ND STREET                        New York, NY 10021",
661,"515 EAST 72ND ST New York, NY 10021",
662,"515 EAST 72TH STREET New York, NY 10021",
663,"515 EAST 72 STREET New York, NY 10021",
664,"515 EAST 72ND STREET New York, NY 10021",
665,"515 EAST 72ND   STREET                    New York, NY 10021",
666,"31 EAST 64TH   STREET New York, NY 10065",
667,"29 EAST 64TH STREET New York, NY 10065",
668,"330 E. 70TH STREET New York, NY 10021",
669,"330 EAST 70TH STREET New York, NY 10021",
670,"625 PARK AVENUE New York, NY 10065",
671,"116 EAST 66 ST New York, NY 10065",
672,"116 E 66TH ST New York, NY 10065",
673,"167 EAST 67TH STREET New York, NY 10065",
674,"167 EAST 67 STREET New York, NY 10065",
675,"301 EAST 69TH STREET New York, NY 10021",
676,"12-14 EAST 64TH STREET New York, NY 10065",
677,"14 EAST 64TH STREET New York, NY 10065",
678,"733 MADISON AVENUE New York, NY 10065",
679,"44 EAST 65TH STREET New York, NY 10065",
680,"422 EAST 72ND STREET New York, NY 10021",
681,"422 EAST 72ND   STREET                    New York, NY 10021",
682,"55 EAST 65TH STREET New York, NY 10065",
683,"30 EAST 65TH   STREET New York, NY 10065",
684,"30 EAST 65TH STREET New York, NY 10065",
685,"19-21 EAST 64TH STREET New York, NY 10065",
686,"825 5 AVENUE New York, NY 10065",
687,"825 FIFTH AVENUE                          New York, NY 10065",
688,"310 EAST 70 STREET New York, NY 10021",
689,"310 E. 70TH STREET New York, NY 10021",
690,"310 EAST 70TH STREET New York, NY 10021",
691,"205 EAST 68TH   STREET New York, NY 10065",
692,"1156 3 AVENUE New York, NY 10065",
693,"1160 THIRD AVE. New York, NY 10065",
694,"1160 3RD AVE New York, NY 10065",
695,"420 EAST 72 ST New York, NY 10021",
696,"420 EAST 72ND STREET New York, NY 10021",
697,"315 EAST 70 STREET                        New York, NY 10021",
698,"20 EAST 65TH STREET New York, NY 10065",
699,"307 EAST 70TH   STREET                    New York, NY 10021",
700,"54 EAST 66TH STREET New York, NY 10065",
701,"200 E. 69 ST                              New York, NY 10021",
702,"522 EAST 74TH   STREET                    New York, NY 10021",
703,"1325 1 AVENUE New York, NY 10021",
704,"834 FIFTH AVENUE New York, NY 10065",
705,"115 EAST 67TH STREET New York, NY 10065",
706,"233 EAST 70TH STREET New York, NY 10021",
707,"1344 1 AVENUE New York, NY 10021",
708,"150 EAST 69TH ST New York, NY 10065",
709,"150 EAST 69TH STREET New York, NY 10065",
710,"150 EAST 69TH New York, NY 10065",
711,"300 EAST 71ST STREET New York, NY 10021",
712,"300 EAST 71ST ST New York, NY 10021",
713,"300 E 71ST STREET New York, NY 10021",
714,"300 EAST 71ST   STREET New York, NY 10021",
715,"399 EAST 72ND STREET New York, NY 10021",
716,"321 EAST 71ST STREET New York, NY 10021",
717,"321 EAST 71ST   STREET New York, NY 10021",
718,"650 PARK AVENUE New York, NY 10065",
719,"53 EAST 66TH STREET New York, NY 10065",
720,"212 EAST 70TH   STREET                    New York, NY 10021",
721,"410 EAST 73RD STREET New York, NY 10021",
722,"350 EAST 72ND   STREET New York, NY 10021",
723,"116 EAST 68 STREET New York, NY 10065",
724,"340 EAST 72ND STREET New York, NY 10021",
725,"44 EAST 67TH STREET                       New York, NY 10065",
726,"1347 1 AVENUE                             New York, NY 10021",
727,"402 EAST 73RD STREET                      New York, NY 10021",
728,"21 EAST 66TH STREET                       New York, NY 10065",
729,"21 EAST 66TH STREET New York, NY 10065",
730,"660 PARK AVENUE New York, NY 10065",
731,"53 EAST 67TH   STREET                     New York, NY 10065",
732,"230 EAST 71ST STREET New York, NY 10021",
733,"320 EAST 72ND   STREET New York, NY 10021",
734,"353 EAST 72ND   STREET New York, NY 10021",
735,"353 EAST 72 STREET New York, NY 10021",
736,"1355 ONE AVENUE                           New York, NY 10021",
737,"47 EAST 67TH STREET New York, NY 10065",
738,"147 EAST 69TH   STREET                    New York, NY 10021",
739,"1359 1 AVENUE                             New York, NY 10021",
740,"484 EAST 74TH   STREET                    New York, NY 10021",
741,"188 EAST 70TH   STREET                    New York, NY 10021",
742,"482 EAST 74TH STREET New York, NY 10021",
743,"131 EAST 69TH STREET New York, NY 10021",
744,"39 EAST 67TH STREET                       New York, NY 10065",
745,"530 EAST 76TH STREET New York, NY 10021",
746,"530 EAST 76TH   STREET New York, NY 10021",
747,"325 EAST 72 STREET New York, NY 10021",
748,"1 EAST 66TH New York, NY 10065",
749,"1 EAST 66 STREET New York, NY 10065",
750,"174 EAST 70TH   STREET New York, NY 10021",
751,"1372 1 AVENUE                             New York, NY 10021",
752,"249 EAST 71ST   STREET New York, NY 10021",
753,"511 EAST 75TH   STREET                    New York, NY 10021",
754,"160 EAST 70TH   STREET New York, NY 10021",
755,"444 EAST 75TH STREET New York, NY 10021",
756,"444 E 75TH ST New York, NY 10021",
757,"315 EAST 72ND STREET New York, NY 10021",
758,"955 LEXINGTON AVENUE New York, NY 10021",
759,"129 EAST 69TH STREET New York, NY 10021",
760,"520 EAST 76TH   STREET                    New York, NY 10021",
761,"520 EAST 76TH STREET New York, NY 10021",
762,"1416 YORK AVENUE                          New York, NY 10021",
763,"1382 FIRST AVENUE                         New York, NY 10021",
764,"417 EAST 74TH STREET                      New York, NY 10021",
765,"684 PARK AVENUE                           New York, NY 10065",
766,"1218 3 AVENUE                             New York, NY 10021",
767,"345 EAST 73RD   STREET New York, NY 10021",
768,"345 E 73 STREET New York, NY 10021",
769,"345 E. 73RD STREET New York, NY 10021",
770,"1420 YORK AVENUE                          New York, NY 10021",
771,"1420 YORK AVENUE New York, NY 10021",
772,"176 EAST 71ST STREET New York, NY 10021",
773,"136 EAST 70 STREET New York, NY 10021",
774,"304 EAST 73RD STREET New York, NY 10021",
775,"1231 3 AVENUE                             New York, NY 10021",
776,"401 EAST 74TH STREET New York, NY 10021",
777,"401 EAST 74TH   STREET New York, NY 10021",
778,"155 E 70 STREET New York, NY 10021",
779,"172 EAST 71ST STREET                      New York, NY 10021",
780,"20 EAST 68TH STREET New York, NY 10065",
781,"35 EAST 68TH STREET New York, NY 10065",
782,"857 FIFTH AVENUE New York, NY 10065",
783,"48 EAST 69TH   STREET New York, NY 10021",
784,"245 EAST 72ND  STREET New York, NY 10021",
785,"340 EAST 74TH   STREET New York, NY 10021",
786,"340 EAST 74TH STREET New York, NY 10021",
787,"404 EAST 75TH   STREET                    New York, NY 10021",
788,"6 EAST 68TH STREET New York, NY 10065",
789,"36 EAST 69                                New York, NY 10021",
790,"36 EAST 69TH STREET New York, NY 10021",
791,"715 PARK AVENUE New York, NY 10021",
