,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LAT,LONG,LAT_LONG
13875,13879,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 19A", ,10128,0,0,0, -  , -  ,1973,2,D4,1975000,2017-01-09 00:00:00,40.780908,-73.95632,"(40.780908, -73.95632)"
13876,13880,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 15B", ,10128,0,0,0, -  , -  ,1973,2,D4, -  ,2017-01-18 00:00:00,40.780908,-73.95632,"(40.780908, -73.95632)"
13877,13881,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 27A/B", ,10128,0,0,0, -  , -  ,1973,2,D4,5300000,2017-02-03 00:00:00,40.780908,-73.95632,"(40.780908, -73.95632)"
13887,13891,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,69, ,D4,"1075 PARK AVENUE, 7B", ,10128,0,0,0, -  , -  ,1922,2,D4,2995000,2017-01-27 00:00:00,40.781201,-73.956162,"(40.781201, -73.956162)"
13888,13892,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,27, ,D4,"161 EAST 88TH STREET, 4D", ,10128,0,0,0, -  , -  ,1937,2,D4,729000,2017-02-27 00:00:00,40.780549,-73.953774,"(40.780549, -73.953774)"
13889,13893,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,69, ,D4,"1095 PARK AVENUE, 16-B", ,10128,0,0,0, -  , -  ,1930,2,D4,3725000,2017-01-18 00:00:00,40.781833,-73.955689,"(40.781833, -73.955689)"
13890,13894,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,69, ,D4,"1095 PARK AVENUE, 1C", ,10128,0,0,0, -  , -  ,1930,2,D4,901469,2017-02-16 00:00:00,40.781833,-73.955689,"(40.781833, -73.955689)"
13891,13895,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1517,69, ,D4,"1095 PARK AVENUE, 1D", ,10128,0,0,0, -  , -  ,1930,2,D4,905000,2017-02-16 00:00:00,40.781833,-73.955689,"(40.781833, -73.955689)"
13903,13907,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,8, ,D4,"115 EAST 90TH STREET, 4AB", ,10128,0,0,0, -  , -  ,1923,2,D4,2729025,2017-02-07 00:00:00,40.782443,-73.954386,"(40.782443, -73.954386)"
13910,13914,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1519,46, ,D4,"160 EAST 91ST STREET, 3-I", ,10128,0,0,0, -  , -  ,1941,2,D4,460000,2017-02-21 00:00:00,40.782361,-73.952739,"(40.782361, -73.952739)"
13928,13932,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1521,1, ,D4,"1165 PARK AVENUE, 7C", ,10128,0,0,0, -  , -  ,1925,2,D4,4490000,2017-01-05 00:00:00,40.784084,-73.954051,"(40.784084, -73.954051)"
13937,13941,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,1, ,D4,"1185 PARK AVENUE, 4D", ,10128,0,0,0, -  , -  ,1929,2,D4,7625000,2017-02-13 00:00:00,40.784834,-73.953497,"(40.784834, -73.953497)"
13952,13956,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,50, ,D4,"1435 LEXINGTON AVENUE, 1B", ,10128,0,0,0, -  , -  ,1925,2,D4,250000,2017-02-02 00:00:00,40.784372,-73.95185,"(40.784372, -73.95185)"
13956,13960,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1522,59, ,D4,"130 EAST 94TH STREET, 8C", ,10128,0,0,0, -  , -  ,1923,2,D4,565000,2017-01-04 00:00:00,40.784683,-73.952426,"(40.784683, -73.952426)"
13966,13970,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1523,14, ,D4,"139 EAST 94TH STREET, 8C", ,10128,0,0,0, -  , -  ,1928,2,D4,1235000,2017-01-30 00:00:00,40.78475,-73.952063,"(40.78475, -73.952063)"
13973,13977,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1525,1, ,D4,"201 EAST 79TH STREET, 3A", ,10075,0,0,0, -  , -  ,1963,2,D4,1747500,2017-02-13 00:00:00,40.77431,-73.956956,"(40.77431, -73.956956)"
13976,13980,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1525,9, ,D4,"215 EAST 79TH STREET, 3B", ,10075,0,0,0, -  , -  ,1947,2,D4,815000,2017-02-16 00:00:00,40.774039,-73.956319,"(40.774039, -73.956319)"
13982,13986,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1525,13, ,D4,"225 EAST 79TH STREET, 9C/9D", ,10075,0,0,0, -  , -  ,1930,2,D4,1395000,2017-02-24 00:00:00,40.773914,-73.956016,"(40.773914, -73.956016)"
13985,13989,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1525,15, ,D4,"229 EAST 79TH STREET, 11D", ,10075,0,0,0, -  , -  ,1930,2,D4,1355000,2017-02-28 00:00:00,40.773814,-73.955779,"(40.773814, -73.955779)"
13990,13994,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1525,21, ,D4,"239 EAST 79TH STREET, 16C", ,10075,0,0,0, -  , -  ,1957,2,D4,1750000,2017-02-09 00:00:00,40.773691,-73.955482,"(40.773691, -73.955482)"
14004,14008,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1529,1, ,D4,"201 EAST 83RD STREET, 14F", ,10028,0,0,0, -  , -  ,1964,2,D4,658350,2017-01-27 00:00:00,40.776846,-73.955075,"(40.776846, -73.955075)"
14006,14010,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1529,45, ,D4,"200 EAST 84TH STREET, 10G", ,10028,0,0,0, -  , -  ,1961,2,D4,910000,2017-01-06 00:00:00,40.777295,-73.954707,"(40.777295, -73.954707)"
14012,14016,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1532,22, ,D4,"250 EAST 87TH STREET, 19J", ,10028,0,0,0, -  , -  ,1970,2,D4,665000,2017-02-14 00:00:00,40.778543,-73.951672,"(40.778543, -73.951672)"
14013,14017,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1532,22, ,D4,"250 EAST 87TH STREET, 29D", ,10028,0,0,0, -  , -  ,1970,2,D4,655000,2017-02-22 00:00:00,40.778543,-73.951672,"(40.778543, -73.951672)"
14031,14035,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1533,122, ,D4,"235 EAST 87TH STREET, 10L", ,10128,0,0,0, -  , -  ,1962,2,D4,957734,2017-01-20 00:00:00,40.778963,-73.9519,"(40.778963, -73.9519)"
14038,14042,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1535,3, ,D4,"200 EAST 90TH STREET, 11D", ,10128,0,0,0, -  , -  ,1980,2,D4,730000,2017-01-24 00:00:00,40.781163,-73.951865,"(40.781163, -73.951865)"
14039,14043,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1535,3, ,D4,"200 EAST 90TH STREET, 7A", ,10128,0,0,0, -  , -  ,1980,2,D4,805000,2017-02-09 00:00:00,40.781163,-73.951865,"(40.781163, -73.951865)"
14044,14048,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,14, ,D4,"325 EAST 79TH STREET, 4C", ,10075,0,0,0, -  , -  ,1929,2,D4,1225000,2017-01-26 00:00:00,40.772887,-73.953576,"(40.772887, -73.953576)"
14045,14049,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,14, ,D4,"325 EAST 79TH STREET, 14D", ,10075,0,0,0, -  , -  ,1929,2,D4,822500,2017-02-22 00:00:00,40.772887,-73.953576,"(40.772887, -73.953576)"
14052,14056,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"340 EAST 80TH STREET, 19L", ,10075,0,0,0, -  , -  ,1961,2,D4,501000,2017-01-04 00:00:00,40.773046,-73.952592,"(40.773046, -73.952592)"
14053,14057,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"333 EAST 79TH STREET, 14O", ,10075,0,0,0, -  , -  ,1961,2,D4,1300000,2017-01-31 00:00:00,40.772753,-73.953206,"(40.772753, -73.953206)"
14054,14058,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1542,19, ,D4,"340 EAST 80TH STREET, 1D", ,10075,0,0,0, -  , -  ,1961,2,D4,970000,2017-02-15 00:00:00,40.773046,-73.952592,"(40.773046, -73.952592)"
14080,14084,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1543,14, ,D4,"325 EAST 80TH STREET, 6B", ,10075,0,0,0, -  , -  ,1940,2,D4,605000,2017-01-25 00:00:00,40.773604,-73.953106,"(40.773604, -73.953106)"
14091,14095,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1544,19, ,D4,"345 EAST 81ST STREET, 14E", ,10028,0,0,0, -  , -  ,1963,2,D4,959000,2017-01-12 00:00:00,40.773874,-73.951978,"(40.773874, -73.951978)"
14120,14124,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1550,7, ,D4,"309 EAST 87TH STREET, 6J", ,10128,0,0,0, -  , -  ,1959,2,D4,590000,2017-02-10 00:00:00,40.778138,-73.949969,"(40.778138, -73.949969)"
14124,14128,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1551,5, ,D4,"305 EAST 88TH STREET, 2FG", ,10128,0,0,0, -  , -  ,1929,2,D4,1185000,2017-01-18 00:00:00,40.779014,-73.95014,"(40.779014, -73.95014)"
14129,14133,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1552,13, ,D4,"321 EAST 89TH STREET, 1D", ,10128,0,0,0, -  , -  ,1950,2,D4,430000,2017-02-01 00:00:00,40.779393,-73.949093,"(40.779393, -73.949093)"
14135,14139,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1554,23, ,D4,"333 EAST 91ST STREET, 11A", ,10128,0,0,0, -  , -  ,2007,2,D4,2225000,2017-01-06 00:00:00,40.780277,-73.947284,"(40.780277, -73.947284)"
14149,14153,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1555,23, ,D4,"340 EAST 93RD STREET, 14F", ,10128,0,0,0, -  , -  ,1980,2,D4,619000,2017-01-31 00:00:00,40.781309,-73.946508,"(40.781309, -73.946508)"
14150,14154,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1555,23, ,D4,"340 EAST 93RD STREET, 22B", ,10128,0,0,0, -  , -  ,1980,2,D4, -  ,2017-02-09 00:00:00,40.781309,-73.946508,"(40.781309, -73.946508)"
14155,14159,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1556,23, ,D4,"345 EAST 93RD STREET, 10E", ,10128,0,0,0, -  , -  ,1974,2,D4,518000,2017-01-24 00:00:00,40.781566,-73.946314,"(40.781566, -73.946314)"
14156,14160,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1556,23, ,D4,"345 EAST 93RD STREET, 5H", ,10128,0,0,0, -  , -  ,1974,2,D4,575000,2017-02-15 00:00:00,40.781566,-73.946314,"(40.781566, -73.946314)"
14157,14161,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1556,23, ,D4,"345 EAST 93RD STREET, 19G", ,10128,0,0,0, -  , -  ,1974,2,D4,650000,2017-02-23 00:00:00,40.781566,-73.946314,"(40.781566, -73.946314)"
14158,14162,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1556,23, ,D4,"345 EAST 93RD STREET, 19J", ,10128,0,0,0, -  , -  ,1974,2,D4,586000,2017-02-06 00:00:00,40.781566,-73.946314,"(40.781566, -73.946314)"
14179,14183,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1560,5, ,D4,"415 EAST 80TH STREET, 2A", ,10075,0,0,0, -  , -  ,1959,2,D4,450000,2017-01-09 00:00:00,40.77283,-73.951473,"(40.77283, -73.951473)"
14210,14214,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,28, ,D4,"446 EAST 86TH STREET, 10A", ,10028,0,0,0, -  , -  ,1959,2,D4,465000,2017-02-08 00:00:00,40.775915,-73.9475,"(40.775915, -73.9475)"
14215,14219,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,29, ,D4,"436 EAST 86TH STREET, 18J", ,10028,0,0,0, -  , -  ,1973,2,D4, -  ,2017-01-20 00:00:00,40.776396,-73.948777,"(40.776396, -73.948777)"
14216,14220,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,29, ,D4,"444 EAST 86TH STREET, 18G", ,10028,0,0,0, -  , -  ,1973,2,D4,1520000,2017-01-31 00:00:00,40.776014,-73.947878,"(40.776014, -73.947878)"
14217,14221,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,29, ,D4,"444 EAST 86TH STREET, 30J", ,10028,0,0,0, -  , -  ,1973,2,D4,725000,2017-02-07 00:00:00,40.776014,-73.947878,"(40.776014, -73.947878)"
14218,14222,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1565,29, ,D4,"436 EAST 86TH   STREET, 34D", ,10028,0,0,0, -  , -  ,1973,2,D4,725000,2017-02-24 00:00:00,40.776396,-73.948777,"(40.776396, -73.948777)"
14228,14232,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1566,10, ,D4,"425 EAST 86TH STREET, 16BC", ,10028,0,0,0, -  , -  ,1929,2,D4,2381250,2017-01-19 00:00:00,40.776573,-73.948234,"(40.776573, -73.948234)"
14232,14236,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1566,14, ,D4,"435 EAST 86TH STREET, GC", ,10028,0,0,0, -  , -  ,1910,2,D4,775000,2017-01-05 00:00:00,40.776466,-73.94798,"(40.776466, -73.94798)"
14258,14262,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1576,5, ,D4,"505 EAST 79TH   STREET, 10D", ,10075,0,0,0, -  , -  ,1963,2,D4,670000,2017-02-22 00:00:00,40.771186,-73.949538,"(40.771186, -73.949538)"
14259,14263,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1576,5, ,D4,"505 EAST 79TH STREET, 12D", ,10075,0,0,0, -  , -  ,1963,2,D4,585000,2017-02-28 00:00:00,40.771186,-73.949538,"(40.771186, -73.949538)"
14269,14273,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1576,27, ,D4,"10 EAST END AVENUE, 12E", ,10075,0,0,0, -  , -  ,1957,2,D4,1299000,2017-01-20 00:00:00,40.770961,-73.947905,"(40.770961, -73.947905)"
14290,14294,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1580,23, ,D4,"80 EAST  END AVE, 17A", ,10028,0,0,0, -  , -  ,1958,2,D4,649000,2017-02-27 00:00:00,40.773151,-73.946312,"(40.773151, -73.946312)"
14296,14300,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1580,43, ,D4,"510 EAST 84 STREET, 5B", ,10028,0,0,0, -  , -  ,1910,2,D4,850000,2017-02-07 00:00:00,40.774218,-73.947398,"(40.774218, -73.947398)"
14299,14303,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1582,5, ,D4,"515 EAST 85TH STREET, 12CD", ,10028,0,0,0, -  , -  ,1962,2,D4,2200000,2017-02-16 00:00:00,40.775095,-73.94692,"(40.775095, -73.94692)"
14310,14314,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1583,12, ,D4,"525 EAST 86TH STREET, 17G/H", ,10028,0,0,0, -  , -  ,1962,2,D4,2055000,2017-01-03 00:00:00,40.775677,-73.946119,"(40.775677, -73.946119)"
14313,14317,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1583,15, ,D4,"535 EAST 86TH STREET, 11A", ,10028,0,0,0, -  , -  ,1960,2,D4,3050000,2017-01-10 00:00:00,40.77536,-73.945371,"(40.77536, -73.945371)"
14315,14319,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1585,8, ,D4,"515 EAST 88TH STREET, 5L", ,10128,0,0,0, -  , -  ,1920,2,D4,443000,2017-02-15 00:00:00,40.776951,-73.945242,"(40.776951, -73.945242)"
14323,14327,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1586,13, ,D4,"525 E 89TH ST, 3D", ,10128,0,0,0, -  , -  ,1942,2,D4,882000,2017-01-13 00:00:00,40.777446,-73.944477,"(40.777446, -73.944477)"
14333,14337,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1586,43, ,D4,"520 EAST 90TH STREET, 3B", ,10128,0,0,0, -  , -  ,1942,2,D4,620000,2017-01-25 00:00:00,40.77797,-73.944299,"(40.77797, -73.944299)"
14335,14339,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1586,43, ,D4,"520 EAST 90TH STREET, 1E", ,10128,0,0,0, -  , -  ,1942,2,D4,715000,2017-02-17 00:00:00,40.77797,-73.944299,"(40.77797, -73.944299)"
14349,14353,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1589,34, ,D4,"45 EAST END AVENUE, 5E", ,10028,0,0,0, -  , -  ,1951,2,D4,195000,2017-02-21 00:00:00,40.771779,-73.94685,"(40.771779, -73.94685)"
14357,14361,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1590,7, ,D4,"1 GRACIE TERRACE, 11J", ,10028,0,0,0, -  , -  ,1953,2,D4,400000,2017-01-26 00:00:00,40.773415,-73.94551,"(40.773415, -73.94551)"
14365,14369,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1590,30, ,D4,"10 GRACIE SQUARE, 11", ,10028,0,0,0, -  , -  ,1930,2,D4,8250000,2017-02-24 00:00:00,40.773133,-73.944848,"(40.773133, -73.944848)"
14369,14373,1,UPPER EAST SIDE (79-96),12 CONDOS - WALKUP APARTMENTS              ,2,1551,1008, ,R2,348 EAST 89TH   STREET,6,10128,1,0,1, -  , -  ,1915,2,R2, -  ,2017-01-17 00:00:00,40.779009,-73.948697,"(40.779009, -73.948697)"
14371,14375,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1491,1103, ,R4,900 PARK AVENUE,10CDE,10075,1,0,1, -  , -  ,0,2,R4, -  ,2017-02-13 00:00:00,40.776023,-73.960767,"(40.776023, -73.960767)"
14380,14384,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1493,1110, ,R4,22 EAST 82ND STREET,8,10028,1,0,1, -  , -  ,1900,2,R4,2100000,2017-02-27 00:00:00,40.778343,-73.961133,"(40.778343, -73.961133)"
14387,14391,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1496,1004, ,R4,30 EAST 85TH STREET,3A,10028,1,0,1, -  , -  ,1987,2,R4, -  ,2017-02-21 00:00:00,40.780168,-73.95955,"(40.780168, -73.95955)"
14418,14422,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1505,1049, ,R4,40 EAST 94TH STREET,2F,10128,1,0,1, -  , -  ,1984,2,R4,1030000,2017-02-15 00:00:00,40.785621,-73.954649,"(40.785621, -73.954649)"
14421,14425,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1505,1135, ,R4,40 EAST 94TH STREET,13B,10128,1,0,1, -  , -  ,1984,2,R4, -  ,2017-01-01 00:00:00,40.785621,-73.954649,"(40.785621, -73.954649)"
14430,14434,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1508,1030, ,R4,127 EAST 79TH   STREET,PH17E,10075,1,0,1, -  , -  ,2012,2,R4,17310250,2017-01-20 00:00:00,40.782545,-73.976492,"(40.782545, -73.976492)"
14431,14435,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1510,1009, ,R4,1438 3 AVENUE,9A,10028,1,0,1, -  , -  ,1985,2,R4,1150000,2017-02-24 00:00:00,40.77598,-73.956344,"(40.77598, -73.956344)"
14432,14436,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1510,1021, ,R4,1438 3 AVENUE,21A,10028,1,0,1, -  , -  ,1985,2,R4,1200000,2017-01-10 00:00:00,40.77598,-73.956344,"(40.77598, -73.956344)"
14435,14439,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1510,1030, ,R4,1438 THIRD AVENUE,2B,10028,1,0,1, -  , -  ,1985,2,R4, -  ,2017-02-15 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
14438,14442,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1510,1057, ,R4,1438 THIRD AVENUE,29B,10028,1,0,1, -  , -  ,1985,2,R4,4200000,2017-01-10 00:00:00,40.776629,-73.953914,"(40.776629, -73.953914)"
14446,14450,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1053, ,R4,171 EAST 84TH STREET,8F,10028,1,0,1, -  , -  ,1987,2,R4,779000,2017-01-03 00:00:00,40.777833,-73.95533,"(40.777833, -73.95533)"
14447,14451,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1055, ,R4,171 EAST 84TH STREET,8H,10028,1,0,1, -  , -  ,1987,2,R4, -  ,2017-01-30 00:00:00,40.777833,-73.95533,"(40.777833, -73.95533)"
14452,14456,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1119, ,R4,171 EAST 84TH STREET,17D,10028,1,0,1, -  , -  ,1987,2,R4, -  ,2017-01-27 00:00:00,40.777833,-73.95533,"(40.777833, -73.95533)"
14456,14460,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1311, ,R4,150 EAST 85TH STREET,3A,10028,1,0,1, -  , -  ,1986,2,R4,865000,2017-02-22 00:00:00,40.778614,-73.955881,"(40.778614, -73.955881)"
14460,14464,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1377, ,R4,150 EAST 85TH ST,10D,10028,1,0,1, -  , -  ,1986,2,R4,1650000,2017-01-13 00:00:00,40.778614,-73.955881,"(40.778614, -73.955881)"
14492,14496,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1681, ,R4,170 EAST 87TH   STREET,W6B,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-01-04 00:00:00,40.779635,-73.954067,"(40.779635, -73.954067)"
14493,14497,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1704, ,R4,170 EAST 87TH   STREET,W11C,10128,1,0,1, -  , -  ,0,2,R4, -  ,2017-02-27 00:00:00,40.779635,-73.954067,"(40.779635, -73.954067)"
14494,14498,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1707, ,R4,170 EAST 87TH,W15C,10128,1,0,1, -  , -  ,0,2,R4,10,2017-01-31 00:00:00,40.779635,-73.954067,"(40.779635, -73.954067)"
14501,14505,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1517,1158, ,R4,141 EAST 88TH STREET,8G,10128,1,0,1, -  , -  ,1927,2,R4, -  ,2017-01-01 00:00:00,40.780767,-73.954316,"(40.780767, -73.954316)"
14509,14513,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1519,1029, ,R4,181 EAST 90TH   STREET,8B,10128,1,0,1, -  , -  ,2003,2,R4,5200000,2017-02-15 00:00:00,40.781718,-73.952799,"(40.781718, -73.952799)"
14510,14514,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1521,1018, ,R4,134 EAST 93RD   STREET,8B,10128,1,0,1, -  , -  ,0,2,R4,2425000,2017-02-14 00:00:00,40.78394,-73.952605,"(40.78394, -73.952605)"
14515,14519,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1524,1010, ,R4,1235 PARK AVENUE,3B,10128,1,0,1, -  , -  ,1928,2,R4,2550000,2017-01-09 00:00:00,40.78621,-73.952493,"(40.78621, -73.952493)"
14520,14524,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1524,1054, ,R4,1235 PARK AVENUE,15B,10128,1,0,1, -  , -  ,1928,2,R4,1995770,2017-02-23 00:00:00,40.78621,-73.952493,"(40.78621, -73.952493)"
14530,14534,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1526,1331, ,R4,215 EAST 80TH STREET,10L,10075,1,0,1, -  , -  ,0,2,R4,2050000,2017-01-11 00:00:00,40.774704,-73.955861,"(40.774704, -73.955861)"
14542,14546,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1531,1030, ,R4,205 EAST 85TH ST,5P,10028,1,0,1, -  , -  ,2007,2,R4, -  ,2017-02-10 00:00:00,40.777974,-73.953831,"(40.777974, -73.953831)"
14546,14550,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1531,1133, ,R4,205 EAST 85 STREET,16J,10028,1,0,1, -  , -  ,2007,2,R4, -  ,2017-02-14 00:00:00,40.777974,-73.953831,"(40.777974, -73.953831)"
