,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LAT,LONG,LAT_LONG
11928,11932,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1386,69, ,D4,"907 FIFTH AVENUE, 6AD", ,10021,0,0,0, -  , -  ,1915,2,D4, -  ,2017-02-17 00:00:00,40.768823,-73.960257,"(40.768823, -73.960257)"
11936,11940,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1387,27, ,D4,"45 EAST 72ND  STREET, 8B", ,10021,0,0,0, -  , -  ,1959,2,D4,1400000,2017-01-13 00:00:00,40.771597,-73.964598,"(40.771597, -73.964598)"
11939,11943,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1388,8, ,D4,"11 EAST 73RD STREET, 4D", ,10021,0,0,0, -  , -  ,1903,2,D4,1700000,2017-01-12 00:00:00,40.772856,-73.965605,"(40.772856, -73.965605)"
11947,11951,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1389,1, ,D4,"930 FIFTH AVENUE, SR9", ,10021,0,0,0, -  , -  ,1940,2,D4,260000,2017-01-31 00:00:00,40.768823,-73.960257,"(40.768823, -73.960257)"
11948,11952,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1389,1, ,D4,"930 FIFTH AVENUE, 17C", ,10021,0,0,0, -  , -  ,1940,2,D4, -  ,2017-02-13 00:00:00,40.768823,-73.960257,"(40.768823, -73.960257)"
11949,11953,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1389,1, ,D4,"930 FIFTH AVENUE, SR9", ,10021,0,0,0, -  , -  ,1940,2,D4, -  ,2017-02-13 00:00:00,40.768823,-73.960257,"(40.768823, -73.960257)"
11950,11954,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1389,1, ,D4,"930 FIFTH AVENUE, 3J", ,10021,0,0,0, -  , -  ,1940,2,D4, -  ,2017-02-13 00:00:00,40.768823,-73.960257,"(40.768823, -73.960257)"
11954,11958,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1389,56, ,D4,"14 EAST 75TH STREET, 6D", ,10021,0,0,0, -  , -  ,1929,2,D4,2800000,2017-01-26 00:00:00,40.773805,-73.964433,"(40.773805, -73.964433)"
11960,11964,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1390,23, ,D4,"35 EAST 75 STREET, 3E", ,10021,0,0,0, -  , -  ,1959,2,D4,3847500,2017-01-17 00:00:00,40.773673,-73.963606,"(40.773673, -73.963606)"
11965,11969,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1391,29, ,D4,"55 EAST 76TH STREET, 15", ,10021,0,0,0, -  , -  ,1920,2,D4,1095000,2017-02-07 00:00:00,40.774113,-73.962683,"(40.774113, -73.962683)"
11968,11972,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1391,31, ,D4,"65 EAST 76TH STREET, 5E", ,10021,0,0,0, -  , -  ,1949,2,D4,950000,2017-01-06 00:00:00,40.77403,-73.962442,"(40.77403, -73.962442)"
11973,11977,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1391,34, ,D4,"840 PARK AVENUE, 3", ,10075,0,0,0, -  , -  ,1912,2,D4,225000,2017-01-20 00:00:00,40.773968,-73.962038,"(40.773968, -73.962038)"
11985,11989,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1392,30, ,D4,"71 EAST 77TH STREET, 3A", ,10075,0,0,0, -  , -  ,1928,2,D4,1300000,2017-01-30 00:00:00,40.774684,-73.962044,"(40.774684, -73.962044)"
11999,12003,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1393,52, ,D4,"50 EAST 79TH STREET, 16B", ,10075,0,0,0, -  , -  ,1958,2,D4,3750000,2017-01-06 00:00:00,40.776045,-73.961879,"(40.776045, -73.961879)"
12026,12030,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1396,1, ,D4,"535 PARK AVENUE, 12AEL", ,10065,0,0,0, -  , -  ,1910,2,D4,45630,2017-01-30 00:00:00,40.76426,-73.968507,"(40.76426, -73.968507)"
